Information,email_summary
"Hi Cindy, 

Thank you so much for reaching out and taking the time to send us feedback! It is very much appreciated!

I'm happy to inform you that the Biz Rewards card can already be found in our database in  . Simply type in ""BizRewards"" and the card should pop right up. Moreover, also the Farmers Club card has already been added to  . We will definitely investigate our possibilities regarding also adding the Farmers Finance card to our app. If you have any specific suggestions for loyalty cards of fuel companies or rural supply companies you would like use to add, please don't hesitate to drop us a message via support@ app.com and we will try to add them with a future update. 

If you have any further questions, suggestions for improvements or general feedback, I'd be happy to hear from you gain.

Best regards,


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","It is very much appreciated! Moreover, also the Farmers Club card has already been added to  . If you have any specific suggestions for loyalty cards of fuel companies or rural supply companies you would like use to add, please don't hesitate to drop us a message via support@ app.com and we will try to add them with a future update."
"Hi Eleonora,

Thank you so much for reaching out and taking the time to contact us about this issue - happy to help you with this! Depending on the operating system you are using you can do the following:

You can turn off the push notifications for new offers in   by going to your iPhone's system settings, choosing ""Notifications"" -> "" "" and then disabling the push notifications for the   app.

Please keep in mind though that you cannot delete or modify the ""Offers"" section in   since this section ensures that   is and will continue to be free of charge for our users. Please excuse the inconvenience. 

I hope I was able to help you. If you have any further questions, suggestions or feedback, please don't hesitate to contact me again.

Best regards,


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Please keep in mind though that you cannot delete or modify the   section in   since this section ensures that   is and will continue to be free of charge for our users. Please excuse the inconvenience. Depending on the operating system you are using you can do the following:

You can turn off the push notifications for new offers in   by going to your iPhone's system settings, choosing   ->   and then disabling the push notifications for the   app."
"¡Hola Pilar! 

Gracias por tu mensaje y tomarte tiempo para mandarnos tus observaciones. Te lo agradecemos mucho. Esta información sobre la aceptación de   en España es muy valiosa para nosotros.

De todas formas vamos a investigar más sobre este tema e intentaremos aumentar la aceptación de las tarjetas de fidelización digitales a través de   en tiendas de Carrefour en el futuro. Mientras tanto nos disculpamos sinceramente por los inconvenientes que esto ocasiona.

Una vez más, gracias por contactarnos sobre este tema. Si tienes más preguntas o comentarios, no dudes en ponerte en contacto conmigo de nuevo.

Un saludo, Isabelle (Customer Support)","If you have more questions or comments, do not hesitate to contact me again. Anyway, we will investigate more about this topic and we will try to increase the acceptance of digital loyalty cards through Carrefour stores in the future. Once again, thank you for contacting us about this topic."
"¡Hola Pilar! 

Gracias por tu mensaje y tomarte tiempo para mandarnos tus observaciones. Te lo agradecemos mucho. Esta información sobre la aceptación de   en España es muy valiosa para nosotros.

De todas formas vamos a investigar más sobre este tema e intentaremos aumentar la aceptación de las tarjetas de fidelización digitales a través de   en tiendas de Carrefour en el futuro. Mientras tanto nos disculpamos sinceramente por los inconvenientes que esto ocasiona.

Una vez más, gracias por contactarnos sobre este tema. Si tienes más preguntas o comentarios, no dudes en ponerte en contacto conmigo de nuevo.

Un saludo, Isabelle (Customer Support)","If you have more questions or comments, do not hesitate to contact me again. Anyway, we will investigate more about this topic and we will try to increase the acceptance of digital loyalty cards through Carrefour stores in the future. Once again, thank you for contacting us about this topic."
"Hi   user,

Thank you so much for reaching out and taking the time to contact us about this issue - I'm happy to help you with this!

Yes, it is indeed possible to share your cards in   with another   user. You can either share your entire card list by using our   Backup feature ore you can also share selected single cards by using our card sharing feature. 

The   Backup is a feature in   that allows you to save your cards and/or transfer them to a second mobile device. You can create or restore a backup of your cards the following way:

To save your cards:
1. Go to the ""Settings"" tab in   and choose ""  Backup"" (Android) or ""Backup"" (iOS).
2. Sign in via Facebook, Google or sign up using a private mail address.
3. As soon as you are logged in you have successfully created a backup (iOS) or you can click on ""Backup Now"" to create your backup (Android).

To transfer your data to another device:
1. Go to the ""Settings"" tab in   and choose ""Backup"" again on your new device.
2. Sign in with the same details you used when you created the account (e.g. when you used Google, you have to log in via Google again and not via mail address).
3. After logging in your cards are automatically restored or a pop-up message appears with the options to either ""Restore old Backup"" or ""Create new Backup"". Please select ""Restore old Backup"" and then all your cards should automatically be available again on your new device.

Please note that some users experienced problems with retrieving their cards via Facebook, so I suggest using either Google or a mail address until the problem is solved. Moreover, please keep in mind that restoring a   Backup will replace all cards that were previously saved on the device where the backup is being restored. 

In case you don't want to share all of your cards our card sharing feature might be the better choice. With this feature you can share selected cards in   via text message, email or various other messaging or social media apps. All cards that can be shared now have a ""Share Card"" button below the barcode (iOS) or you can click on the three dots in the upper right corner of your card screen in order to open the menu bar and then choose ""Share"" (Android). 

By sharing a card, you will send a link that enables your friends or family to add your card to their own   app. Please keep in mind though that the link you send expires after a short amount of time due to data privacy issues and has to be send again if it is not opened in time. Please excuse the inconvenience. 

I hope this information is helpful to you. If you have any more questions, suggestions for improvements or general feedback, please don't hesitate to contact me again. 

Best regards,


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Thank you so much for reaching out and taking the time to contact us about this issue - I'm happy to help you with this! You can create or restore a backup of your cards the following way:

To save your cards:
1. Please note that some users experienced problems with retrieving their cards via Facebook, so I suggest using either Google or a mail address until the problem is solved. 2. 2. Please select   and then all your cards should automatically be available again on your new device."
"Hi   user,

Thank you so much for reaching out and taking the time to contact us about this issue - I'm happy to help you with this!

Yes, it is indeed possible to share your cards in   with another   user. You can either share your entire card list by using our   Backup feature ore you can also share selected single cards by using our card sharing feature. 

The   Backup is a feature in   that allows you to save your cards and/or transfer them to a second mobile device. You can create or restore a backup of your cards the following way:

To save your cards:
1. Go to the ""Settings"" tab in   and choose ""  Backup"" (Android) or ""Backup"" (iOS).
2. Sign in via Facebook, Google or sign up using a private mail address.
3. As soon as you are logged in you have successfully created a backup (iOS) or you can click on ""Backup Now"" to create your backup (Android).

To transfer your data to another device:
1. Go to the ""Settings"" tab in   and choose ""Backup"" again on your new device.
2. Sign in with the same details you used when you created the account (e.g. when you used Google, you have to log in via Google again and not via mail address).
3. After logging in your cards are automatically restored or a pop-up message appears with the options to either ""Restore old Backup"" or ""Create new Backup"". Please select ""Restore old Backup"" and then all your cards should automatically be available again on your new device.

Please note that some users experienced problems with retrieving their cards via Facebook, so I suggest using either Google or a mail address until the problem is solved. Moreover, please keep in mind that restoring a   Backup will replace all cards that were previously saved on the device where the backup is being restored. 

In case you don't want to share all of your cards our card sharing feature might be the better choice. With this feature you can share selected cards in   via text message, email or various other messaging or social media apps. All cards that can be shared now have a ""Share Card"" button below the barcode (iOS) or you can click on the three dots in the upper right corner of your card screen in order to open the menu bar and then choose ""Share"" (Android). 

By sharing a card, you will send a link that enables your friends or family to add your card to their own   app. Please keep in mind though that the link you send expires after a short amount of time due to data privacy issues and has to be send again if it is not opened in time. Please excuse the inconvenience. 

I hope this information is helpful to you. If you have any more questions, suggestions for improvements or general feedback, please don't hesitate to contact me again. 

Best regards,


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Thank you so much for reaching out and taking the time to contact us about this issue - I'm happy to help you with this! You can create or restore a backup of your cards the following way:

To save your cards:
1. Please note that some users experienced problems with retrieving their cards via Facebook, so I suggest using either Google or a mail address until the problem is solved. 2. 2. Please select   and then all your cards should automatically be available again on your new device."
"Hi   user

Thank you so much for reaching out and taking the time to contact us about this issue! I'm happy to help you with this!

Yes, we indeed offer an additional security feature to protect your cards in  ! Depending on the operating system you are using, you can enable it the following way:

- iPhone: 
If you are using an iPhone which has Touch ID enabled (available on iPhone 5S and later) you can use your unique fingerprint to protect all your rewards cards stored in  . To enable this feature, please open your   settings, go to ""Additional Settings"" and activate the ""Lock with Touch ID"" feature. In addition to your fingerprint,   will ask you to choose an at least 6-digit pin code as a backup option to access your cards for cases when your Touch ID does not work properly (e.g. when your hands are wet). 

- Android: 
If you are using   on an Android device you can enable the ""  Lock"" in your   settings under ""More"". If you enable the   Lock your cards in   will be secured with your device credentials. This means the pin code you use to access your device from the lock screen will now also be the pin code to access your   app. To secure   with your fingerprint it would therefore be necessary to secure also your lock screen with your fingerprint. 

Please note that the ""Lock with Touch ID"" feature will only be available in your   settings if Touch ID is enabled and there is already a fingerprint stored in your iPhone settings under ""Touch ID & Passcode"". Similarly, you can only enable the ""  Lock"" feature in your settings in   if you use an unlock method to access your Android device from the lock screen. Please excuse the inconvenience. 

I hope this information is helpful to you. If you have any further questions or feedback, please don't hesitate to contact me again.

Best regards,


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","I'm happy to help you with this! To enable this feature, please open your   settings, go to   and activate the   feature. This means the pin code you use to access your device from the lock screen will now also be the pin code to access your   app. If you have any further questions or feedback, please don't hesitate to contact me again."
"Hi   user, 

Thank you so much for reaching out and taking the time to contact us about this issue! 

When manually adding your Nectar card to  , please make sure that you enter the barcode ID which is printed below the barcode on the back of your card instead of the card number on the front side of the card.   will then display both numbers once your digital Nectar card has been created. 

I hope I was able to help you. If you have any further questions, suggestions for improvements or general feedback, please don't hesitate to contact me again.

Best regards,


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","When manually adding your Nectar card to  , please make sure that you enter the barcode ID which is printed below the barcode on the back of your card instead of the card number on the front side of the card. Thank you so much for reaching out and taking the time to contact us about this issue! will then display both numbers once your digital Nectar card has been created."
"Hi   user,

Thank you so much for reaching out and taking the time to contact us about this issue!

Unfortunately, the Apple Wallet only supports a few barcode types (QR, Aztec, PDF 417 and Code 128 with iOS 9 or higher). You can add all your loyalty cards in   with barcodes of these formats to the Apple Wallet by clicking on the ""Share Card"" button at the bottom of the card display screen (below the barcode) and then choosing ""Add to Apple Wallet"". Since   supports many more barcode types, there might be cards in   that you cannot add to Apple Wallet. Therefore, these cards won't have an ""Add to Apple Wallet"" button. Please excuse the inconvenience. 

I hope this information is helpful to you. If you have any further questions or feedback, please don't hesitate to contact me again.

Best regards,


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Unfortunately, the Apple Wallet only supports a few barcode types (QR, Aztec, PDF 417 and Code 128 with iOS 9 or higher). Since   supports many more barcode types, there might be cards in   that you cannot add to Apple Wallet. I hope this information is helpful to you."
"Hi Christl,

Thank you so much for reaching out and taking the time to contact us about this issue! I'm really sorry to hear that!

I'm afraid, you can only restore your cards if you made a backup via the   Backup feature beforehand. Otherwise, your card data is not connected to an account and therefore cannot be retrieved. I sincerely apologize for the inconveniences this causes.

I highly recommend using the   Backup from now on, so that you can retrieve your cards in case something like this happens again (or you reinstall the app or change your phone). You can find the   Backup in your settings in   under '  Backup' (Android devices) or 'Backup' (iOS devices).

Once again, we are truly sorry about this! If you have any further questions, suggestions or feedback, please don't hesitate to contact me again.

Best regards,


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Otherwise, your card data is not connected to an account and therefore cannot be retrieved. I'm really sorry to hear that! I highly recommend using the   Backup from now on, so that you can retrieve your cards in case something like this happens again (or you reinstall the app or change your phone)."
"Ciao Claudio,

grazie per il tuo messaggio. Purtroppo non parlo l'italiano bene - so I hope it is alright with you if I answer in English instead:

Thank you so much for reaching out and taking the time to contact us about this issue!

Unfortunately, there seems to be a problem with displaying the correct points balance for PAM in   at the moment. If you were already logged into your account when this error occurred,   will still display your old balance, but I'm afraid, it won't get updated until we fix this issue. I can assure you that our developers are already aware of this issue though and are currently trying to make this service accessible again as soon as possible.

In the meantime, we sincerely apologize for the inconvenience this causes and hope that you can use   in its full functionality again soon.

If you have any further questions, suggestions for improvements or general feedback, please don't hesitate to contact me again. 

Tanti saluti,


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Unfortunately, there seems to be a problem with displaying the correct points balance for PAM in   at the moment. In the meantime, we sincerely apologize for the inconvenience this causes and hope that you can use   in its full functionality again soon. If you have any further questions, suggestions for improvements or general feedback, please don't hesitate to contact me again."
"Ciao Claudio,

grazie per il tuo messaggio. Purtroppo non parlo l'italiano bene - so I hope it is alright with you if I answer in English instead:

Thank you so much for reaching out and taking the time to contact us about this issue!

Unfortunately, there seems to be a problem with displaying the correct points balance for PAM in   at the moment. If you were already logged into your account when this error occurred,   will still display your old balance, but I'm afraid, it won't get updated until we fix this issue. I can assure you that our developers are already aware of this issue though and are currently trying to make this service accessible again as soon as possible.

In the meantime, we sincerely apologize for the inconvenience this causes and hope that you can use   in its full functionality again soon.

If you have any further questions, suggestions for improvements or general feedback, please don't hesitate to contact me again. 

Tanti saluti,


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Unfortunately, there seems to be a problem with displaying the correct points balance for PAM in   at the moment. In the meantime, we sincerely apologize for the inconvenience this causes and hope that you can use   in its full functionality again soon. If you have any further questions, suggestions for improvements or general feedback, please don't hesitate to contact me again."
"Hi   user

Thank you so much for reaching out and taking the time to contact us about this issue!

I'm afraid, there currently is no setting to change the mail address connected to your   Backup account. However, if you would like to change this mail address because it contains an error, you can simply create a new account using the correct mail address so that all your cards in   will be connected to your new account. We sincerely apologize for the inconvenience this may cause. 

I hope I was able to help you with your question. If you have any further questions or feedback, please don't hesitate to contact me again.

Best regards,


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Thank you so much for reaching out and taking the time to contact us about this issue! I'm afraid, there currently is no setting to change the mail address connected to your   Backup account. We sincerely apologize for the inconvenience this may cause."
"Hi Jessica,

Thank you so much for reaching out and taking the time to send us feedback! It is very much appreciated!

We are aware that the current loading times of our app have increased over the course of the latest updates and I can assure you that our developers are already working on improving the speed and overall performance again for future releases. Until then, you could try keeping   opened in the background while shopping as a temporary workaround. This way, the app doesn't have to reload all your information (e.g. card pictures, points balances, etc.) completely each time it is opened and the loading times will be decreased significantly. 

In the meantime, I sincerely apologize for the inconvenience this causes and hope that you can use   in its full capacity again soon.

If you have any further questions, suggestions for improvements or general feedback, please don't hesitate to contact me again.

Best regards,


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","completely each time it is opened and the loading times will be decreased significantly. Until then, you could try keeping   opened in the background while shopping as a temporary workaround. In the meantime, I sincerely apologize for the inconvenience this causes and hope that you can use   in its full capacity again soon."
"Bonjour Chantal,

Merci pour votre message! Malheureusement, mon français n'est pas si bon. J'espère que ça ne vous dérange pas, mais je vais devoir poursuivre en anglais :

Thank you so much for reaching out and taking the time to contact us about this issue - I'm happy to help you with this!

There is a feature in   that allows you to save your cards and transfer them to a second mobile device - the   Backup. You can create or restore a backup of your cards the following way:

To save your cards on your old device:
1. Go to the ""Settings"" tab in   and choose ""  Backup"" (Android) or ""Backup"" (iOS).
2. Sign in via Facebook, Google or sign up using a private mail address.
3. As soon as you are logged in you have successfully created a backup (iOS) or you can click on ""Backup Now"" to create your backup (Android).

To transfer your data to your new device:
1. Go to the ""Settings"" tab in   and choose ""Backup"" again on your new device.
2. Sign in with the same details you used when you created the account (e.g. when you used Google, you have to log in via Google again and not via mail address).
3. After logging in your cards are automatically restored or a pop-up message appears with the options to either ""Restore old Backup"" or ""Create new Backup"". Please select ""Restore old Backup"" and then all your cards should automatically be available again on your new device.

Please note that some users experienced problems with retrieving their cards via Facebook, so I suggest using either Google or a mail address until the problem is solved. Moreover, I would advise you to make sure that you are always only logged into the same   Backup account on one device at a time so that you don't overwrite your backup by mistake.

I hope I was able to help you. However, if you have any further questions or need further assistance with the   Backup feature, please don't hesitate to contact me again.

Cordialement, 


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","You can create or restore a backup of your cards the following way:

To save your cards on your old device:
1. 2. 2. Moreover, I would advise you to make sure that you are always only logged into the same   Backup account on one device at a time so that you don't overwrite your backup by mistake. I hope I was able to help you."
"Bonjour Chantal,

Merci pour votre message! Malheureusement, mon français n'est pas si bon. J'espère que ça ne vous dérange pas, mais je vais devoir poursuivre en anglais :

Thank you so much for reaching out and taking the time to contact us about this issue - I'm happy to help you with this!

There is a feature in   that allows you to save your cards and transfer them to a second mobile device - the   Backup. You can create or restore a backup of your cards the following way:

To save your cards on your old device:
1. Go to the ""Settings"" tab in   and choose ""  Backup"" (Android) or ""Backup"" (iOS).
2. Sign in via Facebook, Google or sign up using a private mail address.
3. As soon as you are logged in you have successfully created a backup (iOS) or you can click on ""Backup Now"" to create your backup (Android).

To transfer your data to your new device:
1. Go to the ""Settings"" tab in   and choose ""Backup"" again on your new device.
2. Sign in with the same details you used when you created the account (e.g. when you used Google, you have to log in via Google again and not via mail address).
3. After logging in your cards are automatically restored or a pop-up message appears with the options to either ""Restore old Backup"" or ""Create new Backup"". Please select ""Restore old Backup"" and then all your cards should automatically be available again on your new device.

Please note that some users experienced problems with retrieving their cards via Facebook, so I suggest using either Google or a mail address until the problem is solved. Moreover, I would advise you to make sure that you are always only logged into the same   Backup account on one device at a time so that you don't overwrite your backup by mistake.

I hope I was able to help you. However, if you have any further questions or need further assistance with the   Backup feature, please don't hesitate to contact me again.

Cordialement, 


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","You can create or restore a backup of your cards the following way:

To save your cards on your old device:
1. 2. 2. Moreover, I would advise you to make sure that you are always only logged into the same   Backup account on one device at a time so that you don't overwrite your backup by mistake. I hope I was able to help you."
"Hi Mike,

Thank you so much for reaching out and taking the time to send us feedback! It is very much appreciated!

We are aware that the current loading times of our app have increased over the course of the latest updates and I can assure you that our developers are already working on improving the speed and overall performance again for future releases. In the meantime, I sincerely apologize for the inconvenience this causes and hope that you can use   in its full capacity again soon.

If you have any further questions, suggestions for improvements or general feedback, please don't hesitate to contact me again.

Best regards,


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","It is very much appreciated! In the meantime, I sincerely apologize for the inconvenience this causes and hope that you can use   in its full capacity again soon. If you have any further questions, suggestions for improvements or general feedback, please don't hesitate to contact me again."
"Hi Ameet,

Thank you so much for reaching out and taking the time to send us feedback! It is very much appreciated! 

Unfortunately, scanning issues mostly occur due to older scanning technologies still used by some stores. Some devices (e.g. laser scanners or flatbed scanners) have difficulties reading smartphone displays. We hope to be able to solve this problem soon though as most stores will hopefully replace these scanning devices with newer image-based scanners in the course of their next cash system update. Until then, you can always ask the store staff to type in the card number manually in these cases so that you don't miss out on any rewards points or discounts. 

In the meantime, I sincerely apologize for the inconvenience this causes.  

Once again, thank you for taking the time to contact us about this issue. If you have any further questions, suggestions for improvements or general feedback, please don't hesitate to contact us again.

Best regards,


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Unfortunately, scanning issues mostly occur due to older scanning technologies still used by some stores. laser scanners or flatbed scanners) have difficulties reading smartphone displays. Until then, you can always ask the store staff to type in the card number manually in these cases so that you don't miss out on any rewards points or discounts. Once again, thank you for taking the time to contact us about this issue."
"Hi Ameet,

I am so sorry I misunderstood you!

In order to make scanning your loyalty cards into   as easy as possible, please ensure that you are in a sufficiently lighted environment first. In addition to that, please try not move the card while scanning it. I would recommend to put the card on a stable surface, for example a table. It might take a few seconds for the camera to focus on the barcode. If this is not working properly, you can also try to slightly move the camera back and forth until the camera focuses properly.

If the scanning screen does not open at all, there might be a problem with the permission to access your camera. Could you please double-check whether you gave   permission to access your camera? You can check this setting in your general system settings under "" "" -> ""Camera"". Moreover, have you tried restarting your device yet? This might sound trivial but in many cases a simple phone restart can already solve these issues. 

I hope this information is helpful to you. If you have any further questions or feedback, please don't hesitate to contact us again. 

Best regards, 


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","It might take a few seconds for the camera to focus on the barcode. I would recommend to put the card on a stable surface, for example a table. In order to make scanning your loyalty cards into   as easy as possible, please ensure that you are in a sufficiently lighted environment first. If the scanning screen does not open at all, there might be a problem with the permission to access your camera."
"Hi   user,

Thank you so much for reaching out! We really appreciate that you took the time to send us feedback and are happy that you like our   app and that it could free your wallet from all those plastic cards. 

Please feel free to tell your friends about   or to support us by rating us in the App Store, too!

Have a great day,


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Thank you so much for reaching out! Please feel free to tell your friends about   or to support us by rating us in the App Store, too!"
"Guten Tag Herr Geiken,

vielen Dank für Ihre Nachricht und dafür, dass Sie Sich die Zeit genommen haben, uns Rückmeldung zu geben. 

Um möglichst schnell eine Lösung für das von Ihnen beschriebene Problem zu finden, wäre es für mich und unsere Entwickler sehr hilfreich, einige weitere Informationen zu erhalten. Wäre es möglich, dass Sie mir mitteilen, auf welchem Gerät und Betriebssystem Sie   verwenden? Darüber hinaus wäre es für uns wichtig zu wissen, welche Version unserer App Sie derzeit nutzen. Um Ihre aktuelle   Version einzusehen, gehen Sie bitte in Ihre Einstellungen in   und wählen Sie ""Über"" aus (Android), oder wischen Sie bis zum Ende der Einstellungsseite (iOS). 

Zeigt   Ihnen eine Fehlermeldung, wenn Sie versuchen einen   Backup Account zu erstellen? Sollte das der Fall sein, würd eich Sie bitten, uns einen Screenshot der Fehlermeldung zu schicken. 

Vielen Dank und beste Grüße,


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Thank you for your message and for taking the time to give us feedback. Would it be possible for me to tell you which device and operating system you are using? To view your current version, please go to your settings in and select (Android), or swipe to the bottom of the settings page (iOS)."
"Guten Tag Herr Geiken, 

vielen Dank schon einmal für die Informationen zu Ihren Geräten. Leider habe ich Ihre Screenshots jedoch nicht erhalten. Könnten Sie mir diese noch ein weiteres Mal zusenden? Bitte entschuldigen Sie die Unannehmlichkeit. 

Des Weiteren würde ich gerne in unserer Cloud nach Ihrem Account suchen. Wenn Sie Ihre Gmail Adresse via Google+ für das   Backup benutzt haben, können wir Ihren Account leichter finden, wenn wir Ihre Google ID haben. Um diese zu bekommen, loggen Sie Sich bitte in Ihren Google Account ein und gehen Sie zu Ihrem Google+ Profil. Nun sollte der Link in Ihrem Browser zu https://plus.google.com/ gefolgt von einer 21-Ziffern Nummer wechseln. Bitte schicken Sie uns diese Nummer.

Vielen Dank und beste Grüße, 


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Thank you very much for the information about your devices. We apologize for the inconvenience. If you've used your Gmail address via Google+ for backup, we'll be able to find your account more easily if we have your Google ID. Now the link in your browser should go to https://plus.google.com/ followed by a 21-digit number."
"Hi Emmanuelle,

Thank you so much for reaching out and taking the time to send us feedback! It is very much appreciated!

We are definitely aware that searching for your cards via the Google tool bar is not optimal and we will try to offer an integrated search bar in our app in the future. In the meantime, we sincerely apologize for the inconvenience this missing feature causes. 

If you have any further questions, suggestions for improvements or general feedback, please don't hesitate to contact me again.

Best regards,


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","We are definitely aware that searching for your cards via the Google tool bar is not optimal and we will try to offer an integrated search bar in our app in the future. In the meantime, we sincerely apologize for the inconvenience this missing feature causes. If you have any further questions, suggestions for improvements or general feedback, please don't hesitate to contact me again."
"Hi Anton,

Thank you so much for reaching out! Unfortunately, I don't speak Slovak so I hope it is alright if I answer in English instead: We really appreciate that you took the time to send us feedback and are glad to hear that you like our   App. 

Please feel free to tell your friends about  , too!

Best regards, 


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Unfortunately, I don't speak Slovak so I hope it is alright if I answer in English instead: We really appreciate that you took the time to send us feedback and are glad to hear that you like our   App. Thank you so much for reaching out!"
"Ciao Maria,

mille grazie per la tua valutazione positiva. Ti ringraziamo molto di aver dedicato del tempo a scriverci e siamo felici che ti piaccia la nostra app  . Racconta ai tuoi amici di  !

Tanti saluti,


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim",thank you very much for your positive evaluation. We thank you very much for taking the time to write to us and we are happy that you like our app.
"Hi   user,

Thank you so much for reaching out and taking the time to send us your suggestion to also display the money balance of your cards in  !

We are always open to new ideas and really appreciate your message. We will discuss the idea in detail and, if applicable, try to include such a feature in   in the future. In the meantime, we apologize for the inconvenience. 

If you have any more questions, suggestions for improvements or general feedback, we'd be happy to hear from you again.

Best regards,


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Thank you so much for reaching out and taking the time to send us your suggestion to also display the money balance of your cards in  ! We will discuss the idea in detail and, if applicable, try to include such a feature in   in the future. If you have any more questions, suggestions for improvements or general feedback, we'd be happy to hear from you again."
"Bonjour Jonathan,

Merci pour votre message! Malheureusement, mon français n'est pas si bon. J'espère que ça ne vous dérange pas, mais je vais devoir poursuivre en anglais :

Thank you so much for reaching out and taking the time to contact us about this issue! I'm really sorry to hear that!

I'm afraid, after changing your phone you can only restore your cards if you made a backup via the   Backup feature beforehand. Otherwise, your card data is not connected to an account and therefore cannot be retrieved. I sincerely apologize for the inconveniences this causes.

In case you did create a backup of your cards prior to changing phones you can simply log into your   Backup account and choose to ""Restore old Backup"". 

In vase you did not use this feature before I highly recommend using the   Backup from now on, so that you can retrieve your cards in case you reinstall the app or change your phone. You can find the   Backup in your settings in   under '  Backup' (Android devices) or 'Backup' (iOS devices).

If you have any further questions, suggestions for improvements or general feedback, please don't hesitate to contact me again. 

Cordialement, 


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","I'm really sorry to hear that! I'm afraid, after changing your phone you can only restore your cards if you made a backup via the   Backup feature beforehand. In vase you did not use this feature before I highly recommend using the   Backup from now on, so that you can retrieve your cards in case you reinstall the app or change your phone. You can find the   Backup in your settings in   under '  Backup' (Android devices) or 'Backup' (iOS devices)."
"Bonjour Jonathan,

Merci pour votre message! Malheureusement, mon français n'est pas si bon. J'espère que ça ne vous dérange pas, mais je vais devoir poursuivre en anglais :

Thank you so much for reaching out and taking the time to contact us about this issue! I'm really sorry to hear that!

I'm afraid, after changing your phone you can only restore your cards if you made a backup via the   Backup feature beforehand. Otherwise, your card data is not connected to an account and therefore cannot be retrieved. I sincerely apologize for the inconveniences this causes.

In case you did create a backup of your cards prior to changing phones you can simply log into your   Backup account and choose to ""Restore old Backup"". 

In vase you did not use this feature before I highly recommend using the   Backup from now on, so that you can retrieve your cards in case you reinstall the app or change your phone. You can find the   Backup in your settings in   under '  Backup' (Android devices) or 'Backup' (iOS devices).

If you have any further questions, suggestions for improvements or general feedback, please don't hesitate to contact me again. 

Cordialement, 


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","I'm really sorry to hear that! I'm afraid, after changing your phone you can only restore your cards if you made a backup via the   Backup feature beforehand. In vase you did not use this feature before I highly recommend using the   Backup from now on, so that you can retrieve your cards in case you reinstall the app or change your phone. You can find the   Backup in your settings in   under '  Backup' (Android devices) or 'Backup' (iOS devices)."
